Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
62,101366,158888,801,103,1,17.61,24,0.59,1,1,1,0,0,False,False,True,False,True,False,False,True,False
22,69461,33183,378,75,2,19.79,12,0.59,1,0,1,1,0,False,False,True,True,False,False,True,False,False
21,109816,107955,754,100,2,22.65,48,0.34,0,0,0,0,0,False,False,False,True,False,False,False,False,False
24,33240,52107,680,5,4,9.01,60,0.78,1,0,1,0,0,False,True,False,True,False,True,False,False,False
38,20694,170014,770,13,3,22.97,60,0.3,0,0,1,1,0,False,False,True,False,False,False,True,False,False
46,75659,217384,765,115,1,14.63,60,0.35,0,1,0,0,0,False,False,True,True,False,True,False,False,False
28,125248,151293,647,12,3,9.82,24,0.5,1,1,0,1,1,False,True,False,False,False,True,False,False,False
42,93064,139635,550,96,4,9.27,12,0.52,3,1,1,0,0,False,False,True,False,False,False,False,False,True
19,113253,224374,527,88,4,13.35,36,0.77,1,1,0,1,1,False,True,False,False,True,False,False,False,True
36,71760,165322,828,67,3,11.64,12,0.48,1,1,1,1,0,True,False,False,False,True,False,False,False,True
20,58819,231541,656,38,2,13.64,48,0.54,1,1,0,0,0,False,False,False,False,True,False,False,True,False
26,119234,209849,509,81,4,15.24,24,0.61,1,1,1,1,1,False,False,True,True,False,True,False,False,False
36,21796,23426,510,103,1,5.24,36,0.87,1,0,0,0,0,False,True,False,True,False,False,False,True,False
61,148584,38178,650,70,4,13.39,48,0.88,0,1,1,0,0,False,False,True,False,True,False,False,True,False
52,100680,76459,559,79,4,18.72,48,0.82,3,0,0,0,0,True,False,False,False,False,False,False,True,False
27,24538,36285,683,49,1,23.04,48,0.76,2,1,0,1,0,False,False,True,True,False,False,False,True,False
37,32730,92558,560,69,4,17.66,12,0.15,0,1,0,1,1,False,False,True,True,False,False,True,False,False
59,102807,249177,687,83,4,9.92,48,0.82,2,1,0,1,0,True,False,False,True,False,False,False,False,True
34,141270,69960,501,94,1,18.87,60,0.45,1,1,0,1,0,False,True,False,False,True,False,False,False,False
62,19568,86149,542,101,4,23.5,12,0.46,1,0,1,0,0,False,False,True,False,True,False,False,False,False
24,33539,34760,707,50,1,7.48,60,0.86,3,0,1,0,0,False,False,False,True,False,True,False,False,False
36,77875,83560,700,113,3,18.61,24,0.45,1,0,1,1,0,True,False,False,False,False,True,False,False,False
54,71039,245222,549,111,1,8.1,36,0.55,3,0,1,1,0,False,False,False,False,True,False,False,False,True
31,48726,246266,821,12,4,11.18,24,0.44,2,0,1,0,1,True,False,False,False,False,True,False,False,False
34,132280,150458,725,118,2,22.03,48,0.33,2,1,1,1,0,True,False,False,False,False,False,False,False,True
46,97918,245507,425,12,1,15.56,36,0.63,2,0,0,0,0,False,True,False,False,False,False,True,False,False
33,108679,40778,798,8,2,10.61,36,0.84,1,0,1,1,0,False,True,False,False,True,True,False,False,False
58,44098,9049,379,71,2,20.93,24,0.48,3,1,0,0,0,True,False,False,True,False,False,True,False,False
62,81126,33870,373,88,1,5.16,36,0.76,0,1,1,1,0,False,False,True,False,True,False,False,False,True
54,19539,70304,688,26,3,19.33,60,0.27,0,1,1,0,0,False,True,False,False,False,False,False,False,False
53,29519,55157,774,85,4,17.12,24,0.48,0,0,1,0,0,False,False,True,False,True,False,True,False,False
35,21783,119215,684,68,1,3.21,36,0.16,2,0,1,0,0,False,True,False,False,True,False,False,False,False
47,40272,43640,465,40,1,14.44,36,0.48,1,1,1,1,0,False,False,True,False,True,True,False,False,False
24,40392,55448,510,45,4,22.46,12,0.38,3,0,1,0,0,False,False,True,True,False,False,False,False,True
39,59797,221215,547,85,1,23.24,48,0.84,3,0,1,0,0,False,False,False,True,False,False,False,True,False
41,83264,119458,828,71,4,18.75,60,0.9,0,0,0,0,0,True,False,False,False,False,True,False,False,False
57,15925,23310,408,22,2,21.1,12,0.72,3,1,0,1,0,False,False,True,False,True,False,False,False,True
59,97809,19000,610,71,4,20.06,12,0.63,2,0,1,1,0,False,True,False,False,True,False,False,False,True
64,95949,108781,834,44,4,9.05,48,0.84,1,1,1,0,0,False,True,False,True,False,False,True,False,False
33,83269,44529,607,15,1,22.6,48,0.15,2,1,0,1,0,True,False,False,True,False,False,False,False,False
30,97847,105098,321,92,4,10.61,60,0.64,3,1,0,1,0,True,False,False,False,True,False,False,False,False
58,137663,20674,800,24,2,17.02,36,0.59,2,0,1,0,0,True,False,False,False,True,False,False,False,True
20,44071,142506,708,84,4,6.21,36,0.9,1,1,1,1,0,True,False,False,True,False,False,False,False,False
65,136639,106475,823,101,3,7.1,36,0.4,0,1,1,0,0,False,False,False,False,False,False,False,False,True
20,74811,208948,647,42,1,16.8,48,0.18,0,0,0,1,0,False,False,False,False,True,True,False,False,False
22,118198,35378,345,98,2,23.4,48,0.79,1,1,1,0,0,False,False,True,True,False,False,False,False,False
49,38762,34108,694,61,3,16.24,36,0.5,2,1,1,0,0,False,False,False,False,True,False,False,False,True
61,147419,121465,304,79,4,23.45,36,0.33,1,1,0,1,0,False,False,False,False,False,False,True,False,False
68,142521,158948,333,75,1,3.92,24,0.35,1,0,0,1,0,False,False,True,False,False,False,True,False,False
49,91666,168575,700,91,4,21.19,48,0.83,3,1,1,1,0,True,False,False,True,False,True,False,False,False
35,86667,230714,355,99,4,6.49,60,0.21,2,1,0,1,0,False,False,False,True,False,True,False,False,False
62,83673,248646,814,118,3,17.05,36,0.74,0,1,0,0,0,False,False,False,True,False,False,True,False,False
33,39516,208130,724,78,1,10.96,60,0.37,0,1,0,1,0,False,False,True,False,False,False,True,False,False
38,108262,192788,555,107,1,15.79,24,0.25,2,1,0,0,0,False,True,False,False,True,False,False,False,False
26,113770,10194,654,19,4,14.9,60,0.39,2,1,0,1,0,True,False,False,False,True,True,False,False,False
49,64599,210538,685,80,1,21.97,36,0.63,3,1,1,1,0,True,False,False,False,False,False,False,False,True
45,47296,113319,546,23,1,18.25,36,0.18,1,1,1,0,0,False,False,False,True,False,True,False,False,False
66,148745,206251,454,112,1,2.58,60,0.72,2,1,0,0,0,False,False,True,True,False,False,False,False,False
38,16617,67746,768,38,2,3.32,24,0.8,3,0,1,0,0,True,False,False,False,False,False,False,False,True
60,75952,219560,825,46,3,22.4,12,0.14,2,0,0,1,0,True,False,False,False,True,False,True,False,False
32,96774,172936,345,96,2,6.22,12,0.5,3,1,0,1,0,False,False,False,True,False,False,False,False,False
19,45078,208868,669,93,1,11.79,24,0.52,0,0,1,1,0,False,False,False,True,False,True,False,False,False
41,19715,181897,528,6,1,16.84,36,0.61,1,0,1,1,0,False,False,False,True,False,False,False,False,False
58,93935,60102,842,22,1,2.53,24,0.64,1,1,0,0,0,False,True,False,True,False,False,False,False,True
68,123314,248043,320,94,3,20.92,12,0.54,2,1,1,1,0,True,False,False,False,False,True,False,False,False
62,77973,249871,750,66,1,7.61,12,0.11,3,1,1,0,0,False,False,False,False,True,True,False,False,False
44,93956,119707,816,34,1,9.47,48,0.49,0,1,1,1,0,False,False,True,True,False,False,True,False,False
49,20376,176638,318,64,2,16.53,36,0.22,1,1,0,1,1,True,False,False,False,True,False,False,True,False
37,30322,36941,512,45,2,21.43,36,0.73,3,0,0,0,0,False,False,False,False,False,False,False,False,False
45,45740,65132,469,67,1,14.8,12,0.11,2,0,1,1,0,False,False,True,True,False,True,False,False,False
50,61717,101131,333,44,2,16.0,24,0.47,1,0,0,1,0,True,False,False,True,False,True,False,False,False
35,98250,54722,485,41,2,14.94,36,0.65,1,1,1,1,0,False,True,False,False,False,False,False,True,False
50,107806,213103,701,86,2,5.94,12,0.66,3,0,0,1,0,False,True,False,False,False,False,True,False,False
46,40536,215651,505,107,4,7.41,48,0.77,0,1,1,1,0,False,True,False,False,False,False,False,False,False
37,76597,240058,419,39,4,16.41,60,0.65,2,0,1,1,0,True,False,False,False,True,False,False,False,True
51,18172,52384,756,0,3,14.62,12,0.27,3,1,0,1,0,False,True,False,False,True,True,False,False,False
35,26353,246924,660,60,4,8.6,36,0.17,2,1,1,0,1,False,False,True,False,True,False,True,False,False
65,102089,67381,731,109,4,22.25,60,0.5,2,0,1,0,0,False,False,True,True,False,False,False,False,False
27,130241,222782,687,77,4,16.32,36,0.74,3,1,1,1,0,False,False,False,False,False,False,False,False,False
57,146415,194185,450,36,1,9.07,36,0.77,1,0,0,0,0,False,True,False,True,False,False,False,True,False
41,54274,165087,701,79,4,3.6,24,0.21,2,0,1,1,0,True,False,False,False,False,False,False,True,False
67,41876,8855,362,34,1,5.68,12,0.81,2,1,1,0,0,False,False,True,False,False,False,False,True,False
40,64509,10371,731,87,3,14.42,36,0.65,2,1,1,0,0,True,False,False,False,False,True,False,False,False
55,25275,127011,777,16,4,23.97,36,0.84,2,0,0,0,1,False,False,True,True,False,False,False,False,False
37,127467,81678,585,2,2,22.14,60,0.63,0,1,1,1,0,False,True,False,False,False,True,False,False,False
69,76892,245353,773,32,3,19.84,36,0.56,1,0,0,0,0,False,False,True,True,False,False,False,True,False
54,113503,32655,461,71,1,15.14,48,0.12,1,0,1,1,0,True,False,False,False,True,False,True,False,False
65,103767,83101,403,52,4,6.9,48,0.11,0,0,1,0,0,True,False,False,False,True,False,False,False,False
23,74561,45838,638,109,3,5.7,48,0.68,2,1,0,1,0,False,False,True,True,False,False,False,False,True
47,78598,100051,758,98,3,4.17,12,0.12,2,1,0,0,0,False,False,False,False,False,False,False,False,True
47,74350,212969,737,99,2,4.8,12,0.37,0,0,1,1,0,False,False,True,True,False,False,False,False,False
40,74225,189992,738,21,1,12.66,12,0.53,2,0,0,0,0,False,True,False,True,False,False,False,False,False
52,110225,162766,642,81,1,19.43,36,0.66,0,0,0,0,0,False,True,False,True,False,False,False,False,False
59,76223,217450,388,95,2,6.73,36,0.3,1,0,0,0,0,True,False,False,False,True,False,False,False,True
57,16568,208596,714,107,3,10.18,36,0.75,3,1,0,0,0,True,False,False,True,False,True,False,False,False
43,37165,203279,846,98,1,8.88,60,0.61,2,0,0,1,0,False,False,False,True,False,True,False,False,False
60,18098,91891,430,2,1,17.36,12,0.38,2,1,0,0,0,True,False,False,True,False,False,True,False,False
57,41632,12014,817,50,2,11.29,24,0.41,1,0,0,1,0,False,False,True,False,False,False,False,False,True
26,79634,157287,444,0,4,17.92,48,0.67,0,1,1,1,0,True,False,False,False,True,False,True,False,False
30,109958,140640,659,110,2,16.77,12,0.7,0,0,1,0,0,False,False,False,False,False,False,False,True,False
23,83496,135017,431,105,4,13.54,60,0.63,1,1,1,1,0,False,False,True,False,False,False,False,True,False
69,147991,110989,582,86,3,6.21,48,0.79,3,1,0,1,0,True,False,False,False,False,False,True,False,False
59,27189,91037,350,105,2,15.38,48,0.25,3,1,1,1,0,True,False,False,False,False,False,False,False,False
65,59302,79806,675,57,1,10.59,12,0.57,2,1,1,1,0,False,True,False,True,False,False,False,False,False
26,85270,181008,821,87,1,18.27,12,0.42,3,1,1,0,0,False,False,True,False,False,False,False,True,False
41,70517,192884,469,81,4,24.31,60,0.3,1,1,0,1,0,False,True,False,False,True,False,True,False,False
57,24705,5660,843,30,2,21.36,24,0.46,0,0,1,0,0,False,True,False,True,False,True,False,False,False
48,21442,135630,426,63,3,18.68,24,0.28,1,1,1,1,0,False,False,True,False,False,False,False,True,False
34,119608,181186,410,89,1,17.28,12,0.71,1,0,1,0,0,False,True,False,False,True,False,True,False,False
68,142278,142449,411,38,2,6.07,60,0.39,1,1,0,1,0,False,False,True,False,False,False,False,False,True
19,91395,54331,445,96,3,6.81,36,0.69,2,0,1,1,0,False,False,False,True,False,False,False,True,False
35,88421,185277,474,106,3,7.59,60,0.58,1,1,1,1,0,False,False,False,True,False,False,True,False,False
48,80460,102657,351,66,1,24.43,48,0.47,3,0,0,0,0,True,False,False,False,True,False,False,True,False
49,92552,84184,731,20,3,24.41,12,0.66,0,1,0,0,0,False,False,False,True,False,False,False,False,False
33,135829,29270,649,57,4,21.29,48,0.47,0,0,1,1,0,True,False,False,False,False,False,True,False,False
43,110988,67336,541,102,4,20.16,48,0.49,2,0,1,0,0,True,False,False,True,False,False,False,True,False
37,58287,38894,670,72,1,24.41,36,0.62,1,1,1,1,0,True,False,False,False,True,False,False,False,False
27,64457,170645,303,90,3,23.59,36,0.79,2,0,0,1,0,False,True,False,False,True,False,True,False,False
24,48014,168426,427,65,2,13.77,12,0.8,2,0,1,0,0,False,False,True,True,False,True,False,False,False
49,83168,184724,555,79,2,20.14,60,0.79,3,0,0,0,0,False,True,False,False,False,True,False,False,False
26,32839,147179,655,74,3,12.26,12,0.32,1,0,0,1,0,False,True,False,False,True,False,False,False,True
61,83954,34904,471,11,4,23.04,36,0.3,0,1,0,1,1,True,False,False,False,False,False,False,False,True
55,58508,100714,804,62,4,2.37,12,0.37,2,0,1,1,0,True,False,False,False,False,True,False,False,False
69,104610,181039,322,105,4,4.45,60,0.47,0,1,1,0,0,False,False,True,False,True,False,False,False,True
25,104242,70235,596,93,1,6.93,48,0.16,3,0,0,1,0,False,False,True,False,True,False,True,False,False
28,97184,165662,674,115,2,16.13,12,0.39,0,0,1,0,1,True,False,False,False,False,False,False,False,True
44,45390,192828,753,77,3,3.67,12,0.78,1,0,0,1,0,True,False,False,True,False,False,False,False,False
60,99987,179173,441,101,1,14.37,12,0.7,3,0,1,1,0,True,False,False,False,False,False,False,False,False
19,86529,26261,393,25,1,4.61,36,0.48,1,1,1,1,0,False,False,True,False,True,False,False,False,True
22,28267,210383,318,71,3,16.45,12,0.42,0,0,1,1,1,False,False,True,False,True,True,False,False,False
35,38453,236128,578,56,4,19.54,48,0.46,3,0,1,0,0,False,False,True,False,False,True,False,False,False
36,40254,180880,558,91,4,6.38,36,0.6,0,1,0,0,1,False,True,False,True,False,False,False,False,True
55,76085,172806,658,48,3,18.85,60,0.69,1,0,1,0,0,False,False,True,False,False,False,False,True,False
56,100066,133564,418,111,1,11.85,36,0.53,1,0,0,0,0,False,False,True,False,True,False,True,False,False
27,93687,160461,584,85,1,13.3,24,0.38,3,0,0,0,0,False,False,True,False,False,False,True,False,False
65,133229,31357,667,12,3,2.65,60,0.34,3,1,1,1,1,True,False,False,False,True,True,False,False,False
36,34797,245673,836,89,2,16.08,48,0.3,2,1,0,0,0,True,False,False,True,False,True,False,False,False
28,29312,150582,682,70,2,14.07,12,0.61,3,0,0,1,0,False,False,True,False,False,False,False,False,True
53,86859,153139,817,108,1,22.53,36,0.12,3,1,0,0,0,False,False,True,False,False,True,False,False,False
55,45828,190306,627,46,4,11.48,36,0.19,2,0,1,0,0,True,False,False,True,False,False,False,True,False
22,135631,63143,415,55,2,8.84,12,0.65,1,1,1,1,0,False,False,False,False,True,False,False,False,True
32,95482,124918,601,117,2,18.6,48,0.62,0,1,1,0,0,False,False,True,False,False,False,True,False,False
24,83970,161385,350,104,3,4.72,36,0.68,0,0,1,0,0,False,False,True,False,False,False,False,False,False
65,46219,119611,571,56,2,2.46,60,0.57,2,1,0,0,0,False,False,False,True,False,False,False,True,False
30,88455,169491,840,113,4,19.26,36,0.86,0,0,1,1,0,False,True,False,False,False,False,False,False,True
69,64311,229773,452,60,2,20.37,36,0.86,1,1,0,1,0,False,False,False,False,True,False,True,False,False
19,56868,186781,646,43,1,16.72,48,0.14,3,0,1,1,0,False,True,False,False,False,False,False,False,False
54,106256,197198,396,39,3,24.14,60,0.18,1,0,0,1,0,True,False,False,True,False,False,True,False,False
43,121756,20892,399,50,4,2.45,12,0.76,3,0,0,1,0,False,True,False,False,False,False,False,True,False
28,71093,166178,374,89,4,9.72,24,0.72,3,1,1,0,0,True,False,False,True,False,False,False,True,False
51,134696,195929,412,107,4,19.2,48,0.48,1,0,1,1,0,False,False,True,True,False,True,False,False,False
24,82461,246220,502,70,3,22.58,60,0.24,1,0,0,0,0,False,False,False,False,True,False,False,False,False
49,19358,35502,784,82,4,24.63,24,0.43,0,1,0,1,0,False,False,False,False,False,False,False,True,False
65,56591,127872,607,65,1,3.94,36,0.12,2,0,1,0,0,False,False,True,False,False,False,False,True,False
60,19886,94890,463,32,1,7.27,60,0.53,0,1,0,1,0,False,True,False,False,True,False,False,False,True
52,110252,198779,483,54,2,20.55,48,0.29,1,0,0,0,0,False,False,True,True,False,False,False,False,False
21,94820,162268,548,99,3,21.95,12,0.14,2,0,0,0,0,False,False,False,False,False,False,False,False,True
30,71298,110452,403,40,3,12.23,60,0.89,2,0,0,1,1,False,False,True,False,True,False,False,False,True
49,144402,30250,637,88,4,24.42,60,0.61,1,0,1,0,0,False,True,False,True,False,False,False,True,False
29,42405,30912,316,100,2,2.85,24,0.17,1,0,0,1,0,False,True,False,False,False,False,True,False,False
22,98823,225659,664,83,1,20.92,12,0.55,2,1,1,1,0,False,True,False,False,True,False,False,False,False
63,60985,188973,375,110,4,9.09,36,0.35,2,1,0,1,0,False,False,False,False,False,False,False,False,False
63,49327,11381,460,16,2,4.5,48,0.22,1,0,1,0,0,True,False,False,False,True,False,False,True,False
29,139682,41790,493,106,4,17.19,36,0.44,2,1,1,1,0,False,True,False,True,False,False,False,False,False
66,144706,19152,474,107,4,20.61,12,0.11,0,0,0,0,0,True,False,False,False,True,False,False,False,True
33,141366,127640,626,111,4,5.87,12,0.43,1,0,1,1,0,False,True,False,False,True,False,False,False,True
67,126979,221200,624,98,3,5.86,48,0.4,1,1,0,0,0,False,False,False,True,False,False,False,False,True
39,32534,230808,755,44,3,14.61,48,0.65,2,1,1,0,0,False,True,False,True,False,False,False,False,True
28,22392,194268,773,30,2,18.72,36,0.81,3,1,1,1,0,False,False,True,False,True,False,False,False,True
40,90072,182357,569,37,3,18.34,12,0.68,3,1,1,0,0,False,False,False,False,True,False,False,False,False
40,44346,167228,494,25,1,23.27,12,0.38,0,1,1,1,0,False,False,False,False,True,True,False,False,False
50,143519,62850,699,93,2,23.97,48,0.4,0,1,1,0,0,False,True,False,True,False,False,False,False,False
28,80896,138779,423,42,4,11.1,60,0.31,0,0,0,0,1,False,True,False,True,False,False,True,False,False
29,146366,219133,742,113,2,16.05,60,0.79,1,0,0,0,0,True,False,False,False,True,False,False,True,False
49,143301,48997,522,99,1,15.54,60,0.5,2,0,0,1,0,False,False,False,False,True,False,False,False,True
22,48581,133884,746,94,1,10.96,24,0.3,3,0,1,0,0,False,True,False,False,True,False,False,False,True
44,26401,74098,388,116,3,14.13,24,0.31,3,1,1,1,1,True,False,False,False,False,False,False,False,False
64,108312,156057,840,26,2,10.45,24,0.73,0,0,0,1,0,False,True,False,False,True,False,False,False,True
49,146564,180935,573,100,2,18.53,24,0.86,1,1,1,1,0,False,False,True,False,True,True,False,False,False
27,71860,120814,600,57,4,3.4,60,0.52,0,0,1,1,0,False,False,True,True,False,False,True,False,False
60,128287,12488,400,112,3,16.9,48,0.59,1,1,1,1,0,False,True,False,False,False,False,True,False,False
35,17621,138840,602,86,4,3.11,36,0.42,0,1,0,0,0,False,False,True,False,True,False,False,False,False
38,104577,14425,403,85,2,12.99,36,0.64,1,1,1,0,0,False,False,True,False,True,False,True,False,False
56,44980,41242,582,78,1,24.94,12,0.87,3,1,1,0,0,False,False,False,False,False,False,False,False,True
